index,latency_ms
1,0.003308000
2,0.003258000
3,0.002122000
4,0.002252000
5,0.003580000
6,0.003306000
7,0.001368000
8,0.001277000
9,0.001259000
10,0.001246000
11,0.001258000
12,0.001206000
13,0.001228000
14,0.001250000
15,0.001236000
16,0.001249000
17,0.001239000
18,0.001227000
19,0.001189000
20,0.001253000
21,0.001354000
22,0.001221000
23,0.001228000
24,0.001218000
25,0.001267000
26,0.001235000
27,0.001306000
28,0.001226000
29,0.001239000
30,0.001237000
